full_name,age,join_date,salary$,department,score,bonus,active,comments,weird_column___name
Bob,25,2020-09-08 11:03:26,15279,,B,1000.0,0.0,,0.1441664117927553
Alice,37,2018-09-02 09:10:19,5309,Sales,A,0.0,1.0,,-0.5129137335970444
Frank,46,2020-11-12 15:43:08,7601,,C,1500.0,0.0,excellent,-0.1374335545059227
Bob,44,2018-10-26 21:08:08,19893,Operations,A,500.0,1.0,needs review,-0.4798061343915413
Dave,44,2019-07-19 06:17:49,19570,HR,,1500.0,1.0,pending,0.2181946011150858
Carol,46,2021-08-01 16:08:07,12796,Sales,B,1500.0,1.0,needs review,-0.3411447137912441
Frank,29,2023-06-05 18:07:50,5034,Sales,D,0.0,0.0,pending,-0.3549565483784971
Alice,35,2021-09-08 16:22:02,11850,Operations,A,1500.0,0.0,pending,2.6503424635363872
Frank,69,2021-05-21 14:26:41,14378,Sales,D,500.0,1.0,excellent,0.7040665725146471
Bob,33,2022-10-01 14:22:01,7536,Operations,A,1000.0,1.0,pending,0.7622145096955392
Frank,25,2019-12-18 05:43:07,12691,Operations,,1000.0,0.0,needs review,2.023807941777235
Bob,47,2022-07-18 10:15:18,14184,Finance,D,1500.0,1.0,pending,-0.6555647345236111
Alice,59,2018-07-14 02:35:28,14776,,B,0.0,1.0,excellent,-1.3810204453211208
Bob,43,2022-04-08 11:47:36,19295,,B,1500.0,1.0,,1.4444133789819131
Eve,62,2019-03-18 21:10:51,3642,Operations,A,500.0,0.0,ok,-0.3047815732253687
Eve,31,2021-05-22 02:22:39,7793,Sales,D,500.0,1.0,pending,-0.2264684309520624
Carol,66,2023-03-13 10:21:48,12335,Operations,A,1000.0,1.0,excellent,-0.4445757044864062
Bob,54,2020-07-30 17:49:11,6430,,C,1000.0,0.0,pending,2.217650676620666
Carol,21,2018-07-14 01:26:37,10892,Operations,D,500.0,1.0,ok,1.1353421049135883
Dave,40,2020-04-24 00:14:27,12846,Finance,B,1000.0,1.0,excellent,-0.6254717796645706
Dave,68,2020-05-01 19:54:43,16629,HR,B,1000.0,0.0,excellent,-0.2304901375101998
Alice,18,2022-04-06 19:46:18,19926,Operations,A,500.0,0.0,,1.8731346572916991
Alice,69,2019-01-06 12:11:43,4960,Operations,A,500.0,1.0,needs review,-0.6194347401556002
Eve,20,2019-04-16 03:10:42,16755,Sales,,500.0,1.0,,-0.5840334663574088
Alice,21,2019-08-28 21:16:13,10893,Operations,,0.0,1.0,,-0.1009670285230421
Dave,44,2020-02-14 19:13:18,18329,Operations,A,1000.0,1.0,excellent,-2.202221110674063
Eve,18,2021-09-12 17:18:26,12264,Sales,A,0.0,1.0,needs review,1.2665305321932196
Carol,60,2020-09-29 02:38:10,9410,IT,D,1500.0,0.0,pending,0.0688592753251938
Alice,20,2020-03-06 05:41:14,14775,Operations,C,1500.0,0.0,excellent,-0.3690152136394902
Carol,39,2021-10-15 21:07:33,18771,IT,D,500.0,1.0,ok,-1.0197167977130182
Carol,19,2018-09-24 09:14:55,13696,,B,500.0,0.0,ok,0.966600426041516
Frank,22,2021-05-17 00:18:54,8239,Operations,A,0.0,1.0,excellent,1.3733844426541524
Eve,56,2018-03-02 17:50:40,5037,,A,1000.0,0.0,pending,-1.4310402423758417
Carol,42,2018-06-23 21:07:24,6006,Operations,,500.0,1.0,,-0.7189342444783294
Dave,45,2019-01-25 04:44:16,8578,,C,1500.0,1.0,needs review,-0.9876417067144264
Frank,30,2020-10-18 15:03:10,11759,HR,,1000.0,1.0,ok,-0.7852241970780016
Eve,60,2018-11-27 19:30:07,19114,Sales,C,500.0,1.0,,-1.297727793973698
Carol,44,2020-11-11 16:27:19,16603,Operations,C,500.0,0.0,needs review,-0.7429330520526446
Dave,24,2018-04-28 15:16:16,14859,HR,C,1000.0,1.0,,-0.4231775016939723
Alice,48,2018-01-24 17:23:01,9375,HR,A,500.0,1.0,excellent,-0.1470804699272883
Eve,18,2018-07-03 06:43:36,16881,Operations,B,0.0,1.0,,1.322415472646016
Bob,33,2021-02-03 15:30:06,19524,HR,C,500.0,0.0,excellent,0.2604362260312212
Dave,19,2021-02-15 20:19:02,14130,Operations,B,1500.0,1.0,pending,0.1635113678896933
Dave,65,2021-01-29 20:45:32,19885,IT,C,1000.0,1.0,,-0.5037523871145451
Alice,45,2020-08-02 23:42:13,7084,,,1000.0,0.0,ok,1.0301839152799197
Carol,67,2017-08-26 06:59:27,13044,,,1000.0,0.0,excellent,0.3422607898695629
Carol,65,2020-07-17 08:50:23,4677,HR,B,1500.0,0.0,ok,1.3773686898924395
Carol,56,2017-12-07 02:15:44,7508,Sales,D,1500.0,0.0,excellent,-0.4924373147866077
Bob,69,2020-04-26 22:46:43,16471,Finance,B,1000.0,1.0,,0.9774129056836028
Eve,41,2023-03-15 16:46:13,13849,HR,C,1500.0,1.0,excellent,0.382814377494499
Alice,32,2020-02-13 04:13:15,17734,HR,D,0.0,0.0,,1.251100605712845
Carol,54,2022-12-04 11:39:32,14893,,B,500.0,0.0,needs review,0.9077399211428736
Alice,41,2022-05-19 19:20:12,12574,Sales,C,0.0,0.0,ok,-0.8584281704523619
Carol,33,2022-11-07 15:16:05,17796,Finance,A,500.0,0.0,pending,-0.5877997827170328
Bob,60,2018-02-25 22:04:21,15774,Operations,C,1500.0,1.0,ok,-0.0794409618614482
Bob,60,2020-02-17 13:52:23,4551,HR,B,1000.0,1.0,needs review,-2.111516266293761
Carol,33,2019-09-17 02:17:52,7440,Finance,A,500.0,1.0,pending,-0.7916834610119492
Bob,33,2021-10-02 14:35:42,3095,,A,1500.0,0.0,ok,0.2924236707450433
Eve,60,2021-10-17 03:01:18,9662,Finance,D,1000.0,1.0,excellent,0.5928117829163884
Dave,28,2023-08-23 07:20:07,9981,HR,B,0.0,1.0,needs review,0.7544916468319863
Carol,50,2023-08-08 04:39:47,9601,HR,D,0.0,0.0,pending,-1.2595741081930032
Carol,47,2020-12-22 02:39:37,6539,HR,A,1000.0,1.0,ok,0.2539031364780408
Eve,44,2018-09-18 08:41:40,11769,HR,A,0.0,1.0,needs review,-1.0673671482333142
Eve,59,2018-06-08 22:09:34,4295,,,1000.0,1.0,excellent,1.0980672080211873
Dave,54,2018-02-27 06:44:36,18657,Finance,,0.0,0.0,,1.2728446934747055
Alice,27,2022-03-22 19:18:26,10550,Operations,B,0.0,0.0,pending,0.0599252328177988
Alice,35,2023-06-30 14:05:51,6629,,C,1000.0,0.0,needs review,-0.0747151998424415
Dave,19,2023-03-30 23:52:55,15133,Operations,A,1000.0,0.0,pending,1.24049560128506
Carol,41,2023-05-13 01:49:45,11866,HR,A,0.0,1.0,needs review,-1.3024414458831894
Dave,50,2021-03-16 02:57:48,13680,IT,B,0.0,0.0,pending,0.8386741547445585
Alice,48,2020-12-10 13:08:23,15834,Sales,B,1000.0,1.0,ok,-0.2102161459587028
Alice,24,2018-03-10 04:53:00,8287,Sales,B,1500.0,1.0,excellent,0.3445969529589254
Dave,60,2021-09-14 21:48:56,17617,,B,0.0,1.0,ok,0.5348035960198726
Frank,48,2022-07-20 23:54:38,9163,Finance,D,0.0,1.0,needs review,-0.96414571388923
Carol,30,2022-01-23 12:08:13,7833,Sales,A,1000.0,1.0,needs review,-1.3511609763339816
Eve,59,2022-05-31 06:35:25,17725,Finance,D,1500.0,1.0,ok,1.032259938682481
Alice,49,2019-01-27 09:59:18,8426,Operations,,1000.0,0.0,ok,0.4789093647182142
Eve,69,2017-10-29 14:54:55,19031,Finance,B,1000.0,1.0,pending,-0.4573993350240843
Frank,31,2018-04-22 11:30:55,17803,IT,,1500.0,0.0,excellent,-0.1710823036129807
Alice,62,2020-06-29 15:29:28,3334,Finance,A,0.0,0.0,needs review,-0.4692667018248602
Bob,60,2023-03-21 17:30:33,4050,HR,,1000.0,1.0,excellent,1.3797616373988717
Eve,34,2022-07-24 10:14:45,7191,Finance,,0.0,1.0,needs review,-1.1802458088112404
Eve,22,2023-04-06 08:42:58,11665,Finance,,1500.0,1.0,pending,-0.6217387986306072
Alice,56,2023-05-13 20:42:26,17799,Operations,B,0.0,1.0,ok,0.0845954614924663
Frank,64,2019-05-15 09:33:24,18846,Sales,B,500.0,1.0,,-0.3030051114394624
Alice,24,2019-02-21 18:25:31,5455,Sales,,500.0,1.0,excellent,-0.548631596065644
Eve,25,2021-03-06 03:16:13,4915,Operations,D,1500.0,1.0,excellent,0.6804010094385124
Eve,45,2020-03-22 21:48:54,13672,HR,B,500.0,1.0,needs review,-0.2122522251671891
Carol,24,2019-01-28 23:40:58,9820,HR,C,1000.0,0.0,excellent,0.6562597492165342
Carol,44,2023-03-31 20:20:56,6776,HR,,1500.0,0.0,needs review,1.204902289512347
Eve,25,2018-03-19 07:31:53,14056,Sales,D,0.0,1.0,excellent,2.0224381115747088
Alice,27,2022-08-27 11:48:23,6084,IT,C,1500.0,1.0,needs review,-1.0600835490802618
Carol,19,2022-04-07 07:14:09,8960,IT,D,1000.0,1.0,pending,1.3561113544253487
Alice,36,2022-11-19 14:12:22,12299,Sales,B,500.0,1.0,pending,-1.781078041079316
Dave,30,2020-12-17 04:38:30,17384,Operations,B,0.0,0.0,pending,1.3742734517016266
Eve,19,2020-07-24 10:15:22,8284,Finance,,500.0,0.0,needs review,-1.0086082397506897
Dave,22,2019-01-24 04:46:39,6152,,B,500.0,0.0,needs review,-1.2508921517251257
Dave,43,2022-02-22 11:53:24,15305,HR,D,1000.0,1.0,needs review,0.5947744291961674
Carol,57,2020-03-02 02:30:31,8830,HR,,0.0,1.0,needs review,-0.6093815088539606
Eve,69,2020-02-11 04:57:51,3412,,A,0.0,0.0,ok,0.3978039707607408
Eve,61,2017-11-28 21:58:29,4711,HR,A,0.0,1.0,ok,0.131268721436548
Carol,29,2021-05-17 02:54:42,11047,Finance,,1500.0,0.0,pending,0.3556667968956349
Bob,24,2019-02-22 05:03:57,16505,Finance,,1500.0,1.0,,-0.5561812332816553
Eve,52,2022-04-14 23:32:26,14881,Finance,B,1500.0,1.0,needs review,0.4482417530418337
Bob,61,2020-08-02 20:48:33,17844,Operations,,1000.0,0.0,pending,0.8107648992673467
Alice,67,2018-04-17 16:16:49,17839,IT,B,500.0,1.0,excellent,0.7400487092469603
Dave,60,2021-02-07 11:25:27,12539,Finance,,0.0,0.0,excellent,1.258559668260402
Alice,22,2023-10-26 23:34:14,6477,HR,D,500.0,1.0,,0.6605135157258083
Carol,65,2021-01-20 07:18:03,16871,Operations,D,0.0,1.0,,1.1120968781068703
Bob,46,2020-09-26 19:30:06,12592,,,1000.0,1.0,excellent,0.5901091719908867
Carol,63,2018-02-10 08:14:07,3064,HR,D,500.0,1.0,,0.0065809048532928
Carol,30,2023-07-26 17:55:15,13994,Sales,,1000.0,1.0,excellent,-0.5346563937101453
Alice,46,2018-04-30 09:05:34,6086,Operations,C,1500.0,0.0,ok,-0.6129105039280844
Alice,37,2020-10-27 16:24:36,6430,HR,C,1000.0,1.0,pending,0.272129780341374
Frank,46,2020-02-19 17:11:18,10126,HR,D,1000.0,1.0,excellent,0.2099518846952535
Carol,18,2019-04-22 08:54:50,4415,,C,1000.0,1.0,,-0.0395694771782424
Carol,28,2021-08-24 07:31:46,13315,Finance,B,1500.0,0.0,ok,-1.813847445665323
Carol,54,2020-08-01 06:11:26,16716,HR,A,1000.0,1.0,ok,1.510498527382873
Dave,49,2017-08-31 14:23:58,3532,IT,D,1000.0,1.0,excellent,-1.803888592898197
Dave,40,2018-02-28 08:26:53,16080,IT,A,1500.0,1.0,needs review,-1.5811629378685292
Dave,43,2018-08-17 06:36:52,18099,Operations,B,1500.0,1.0,pending,0.3297081695550326
Dave,66,2021-10-24 08:25:46,16964,Operations,B,0.0,0.0,,2.2964924189081293
Carol,28,2017-08-18 08:53:22,3701,,,0.0,1.0,excellent,-1.39168504570684
Eve,64,2023-10-19 12:11:17,17556,IT,B,1000.0,0.0,pending,0.3181718163171908
Alice,27,2020-07-07 08:22:52,3717,Sales,D,500.0,1.0,ok,1.5956614007286083
Carol,66,2018-06-06 09:48:37,6356,,B,500.0,1.0,,1.4727670486570827
Alice,27,2023-10-06 16:08:37,12549,IT,,1500.0,0.0,excellent,0.2399148585643462
Carol,28,2018-11-22 02:16:04,6550,Finance,B,1500.0,0.0,pending,2.133205031282074
Eve,59,2022-02-10 08:47:14,16568,Operations,A,0.0,1.0,pending,-0.1578022167256592
Carol,50,2018-11-10 18:42:39,7164,IT,C,500.0,0.0,,-0.5947739509327008
Frank,30,2021-10-23 18:44:11,5321,Sales,,0.0,0.0,ok,1.209949634850305
Alice,37,2021-05-23 17:20:09,15655,,D,1500.0,0.0,needs review,-0.727183555024995
Carol,23,2021-05-03 03:50:02,9644,Finance,C,500.0,1.0,ok,0.5688226225467872
Eve,19,2017-11-27 03:53:15,7285,Finance,,1500.0,0.0,pending,-1.3493035500464696
Eve,52,2020-06-03 09:46:10,12053,Sales,B,1500.0,0.0,excellent,-2.298600277581879
Dave,57,2021-08-17 10:28:46,4478,Operations,D,1500.0,0.0,pending,0.6376580601049294
Bob,46,2018-12-10 22:41:40,4581,Sales,C,1500.0,0.0,,0.7014262912301739
Eve,55,2023-11-07 23:48:05,18945,HR,C,1000.0,0.0,excellent,0.8143351580865597
Dave,50,2021-03-22 02:59:27,7184,Finance,B,1500.0,1.0,excellent,1.1370501535500186
Dave,43,2019-04-22 19:37:17,11637,Operations,D,1000.0,1.0,,1.8337080908903791
Frank,53,2017-07-28 08:20:01,16414,Operations,,0.0,1.0,needs review,-0.3447834860370255
Eve,62,2019-01-30 03:41:08,4705,Sales,A,0.0,1.0,pending,-0.8333796368435266
Carol,21,2019-09-09 11:05:06,19809,HR,C,0.0,1.0,pending,2.088478869595206
Carol,65,2019-11-02 01:24:54,18329,IT,C,500.0,1.0,needs review,-0.3314584489064833
Bob,39,2023-11-04 00:04:46,6333,Sales,B,1500.0,1.0,needs review,1.1205723048591798
Eve,63,2023-09-14 23:01:29,12269,IT,,1000.0,0.0,pending,1.5072815234472363
Dave,42,2018-08-27 05:12:33,16040,IT,,1000.0,1.0,pending,-0.4147546031914464
Frank,49,2021-07-17 18:41:54,12667,Finance,D,1000.0,1.0,ok,1.0478259621463262
Bob,44,2017-08-26 10:42:55,13600,Sales,,0.0,1.0,pending,0.0522645347378162
Dave,26,2019-08-03 20:24:57,8123,IT,A,1000.0,1.0,ok,0.8370786142233536
Frank,39,2020-03-19 17:08:54,10550,IT,,1500.0,1.0,pending,-2.185074558431052
Frank,61,2021-01-28 02:40:08,14840,,A,0.0,1.0,excellent,1.2510673239935663
Eve,28,2018-04-15 00:33:17,6350,IT,B,1000.0,1.0,excellent,-0.2519944812723195
Alice,22,2017-07-18 00:04:01,3927,IT,C,1000.0,1.0,needs review,0.7451509257766119
Carol,21,2021-09-27 04:34:50,10312,Sales,B,0.0,1.0,,-1.2911381525411372
Bob,25,2021-06-10 04:59:06,6512,IT,,1500.0,0.0,needs review,-1.3402229999166142
Frank,42,2021-09-24 13:22:44,7377,HR,,0.0,1.0,,0.0832175692876607
Frank,36,2018-07-21 13:53:02,17007,HR,,500.0,1.0,needs review,-0.1036096488801244
Dave,30,2022-01-01 01:29:42,5966,Finance,,0.0,1.0,pending,2.7819005020921144
Carol,42,2023-02-15 12:35:10,11739,Sales,,500.0,0.0,,0.1976458027734909
Eve,69,2020-08-03 06:17:05,18942,HR,B,1000.0,1.0,needs review,-1.419453993943027
Bob,37,2021-01-05 11:20:23,16063,IT,A,0.0,1.0,ok,-0.9210306013317168
Dave,47,2021-05-19 08:25:44,5306,Finance,D,1000.0,1.0,needs review,-0.6311653768446019
Dave,47,2021-06-02 02:29:13,5792,,A,500.0,1.0,needs review,-0.9468472931039952
Dave,66,2018-07-13 03:33:07,14857,Operations,,1500.0,1.0,,0.0824773646491771
Bob,59,2018-11-28 23:00:07,17886,IT,B,500.0,1.0,excellent,-0.281074597501497
Dave,50,2018-06-02 16:42:43,6410,,C,1500.0,0.0,excellent,-0.1578832962724228
Dave,24,2023-06-13 05:47:34,6033,HR,A,1000.0,0.0,pending,0.7098305662160568
Bob,43,2022-12-27 03:20:25,4214,HR,A,500.0,0.0,needs review,0.5061965163598667
Alice,47,2023-05-21 10:54:46,19446,,C,500.0,1.0,needs review,-2.2399572894128874
Carol,42,2022-11-04 12:08:05,13534,Finance,D,0.0,0.0,ok,0.3597948381652097
Dave,26,2022-12-21 03:12:51,12241,,C,1000.0,1.0,pending,0.4536627436105928
Eve,34,2023-04-25 08:58:03,13250,Sales,A,1000.0,1.0,ok,-2.9436498845044574
Bob,39,2020-11-09 20:03:41,16089,Sales,,1000.0,1.0,excellent,0.0132216182488989
Dave,55,2018-05-18 02:10:21,12342,IT,A,1500.0,0.0,excellent,-1.1041384238511731
Carol,46,2020-09-28 10:31:58,4734,Operations,,1000.0,1.0,ok,-0.4865074406832265
Carol,37,2018-07-08 12:57:40,17025,Finance,A,1000.0,0.0,excellent,0.0243951976671629
Dave,21,2022-08-25 10:25:24,12101,HR,A,1000.0,1.0,ok,-1.311927566357986
Dave,65,2021-05-27 14:36:06,11869,,D,500.0,1.0,excellent,1.77543510405973
Dave,58,2023-07-22 17:43:38,5794,Operations,A,0.0,0.0,pending,0.2847959452753354
Frank,22,2018-04-17 15:00:48,17457,IT,B,1500.0,1.0,excellent,-0.0939750845405132
Dave,68,2018-02-13 19:56:58,9152,Operations,D,1000.0,0.0,,-0.6297137327562972
Carol,64,2022-02-05 22:28:28,15327,,C,1500.0,1.0,excellent,-0.8174431174815487
Alice,64,2020-03-15 06:18:14,5106,Finance,A,500.0,0.0,,1.8429539615520212
Frank,40,2021-12-22 10:55:19,19187,Sales,C,500.0,1.0,excellent,1.0899268372856723
Bob,54,2017-08-23 06:55:36,6948,IT,C,500.0,1.0,needs review,1.4082785545574206
Alice,35,2021-06-09 18:10:45,10346,Sales,B,0.0,1.0,needs review,1.5775844044245042
Frank,42,2020-10-14 06:50:11,10997,Sales,C,1000.0,1.0,ok,-0.97866564048407
Eve,41,2021-07-15 13:30:22,19375,Operations,B,0.0,1.0,ok,-1.720529862774098
Alice,42,2019-07-03 22:45:06,18229,IT,B,1000.0,1.0,excellent,0.2145264234196386
Carol,52,2020-03-27 17:13:24,17401,IT,C,1500.0,0.0,ok,2.071418018348992
Bob,22,2023-08-12 03:46:54,17344,Finance,D,500.0,1.0,ok,-0.8577462519463854
Carol,69,2017-11-17 22:50:09,12296,Sales,A,500.0,1.0,excellent,1.3564647049111629
Carol,66,2017-12-13 11:32:37,19931,Sales,B,1000.0,1.0,,-0.8615797812632682
Alice,45,2022-03-01 02:24:36,6432,HR,C,0.0,1.0,pending,-0.1815215608830068
Bob,39,2022-03-13 23:50:09,18715,HR,C,0.0,0.0,pending,-0.3565234510752674
Eve,45,2018-01-27 16:51:03,3515,IT,B,0.0,1.0,excellent,1.4773367038946923
Frank,18,2022-09-11 17:17:10,6070,,C,1000.0,1.0,excellent,0.8925087787720835
Frank,51,2023-01-24 22:55:04,12380,HR,A,0.0,1.0,,-0.8537743563572673
Bob,36,2020-10-22 01:32:22,14260,Sales,B,500.0,1.0,,0.7441242177333984
Eve,66,2019-07-30 05:38:20,19043,HR,A,1000.0,1.0,pending,0.8854014797954428
Carol,30,2019-10-20 19:39:01,5336,Sales,D,1500.0,1.0,excellent,-0.3545879225009697
Alice,38,2019-04-15 01:54:02,4140,,B,1500.0,1.0,excellent,1.6401527845677553
Carol,52,2018-01-07 18:57:48,15660,HR,B,1000.0,1.0,excellent,-0.1982783212463531
Alice,59,2020-12-17 20:18:52,13404,,A,0.0,1.0,pending,-0.9365582537772298
Alice,35,2022-12-25 14:00:16,19231,HR,C,1500.0,1.0,excellent,1.283128384897966
Dave,61,2023-10-21 16:57:46,10720,,B,1000.0,1.0,needs review,0.5195235995147204
Dave,42,2019-09-02 18:52:50,5356,HR,B,500.0,1.0,ok,0.4939966881464416
Alice,34,2022-02-13 00:32:41,10088,Sales,C,1000.0,1.0,excellent,-0.6331518446457408
Alice,64,2019-11-27 02:46:59,16441,Operations,,1000.0,1.0,ok,0.7437568304140582
Dave,28,2021-11-22 06:04:50,15387,IT,B,1000.0,1.0,excellent,0.5160205798147969
Dave,28,2019-01-04 06:35:20,6033,,B,1000.0,1.0,pending,0.3145119854093959
Carol,41,2018-08-22 00:35:22,10436,,B,1500.0,0.0,needs review,-0.8520504742934033
Frank,59,2018-03-16 06:35:09,14062,IT,B,1000.0,1.0,pending,-0.9959280239953742
Alice,52,2020-06-19 11:21:06,3452,HR,A,1000.0,1.0,ok,-0.7991842067339653
Eve,54,2018-02-27 10:15:01,13001,IT,D,1000.0,0.0,,-0.3685458711210432
Eve,23,2018-12-24 21:42:07,7810,Finance,C,500.0,1.0,needs review,-2.023942552581021
Carol,48,2019-11-25 14:57:27,4202,Sales,,0.0,1.0,ok,-1.7496792168683266
Bob,58,2023-05-13 10:43:47,16247,Sales,A,1500.0,1.0,needs review,-0.763553075131473
Eve,21,2023-10-29 05:18:02,14195,Operations,B,1500.0,1.0,excellent,1.0264824850723668
Frank,65,2022-05-09 16:18:48,7397,Operations,,1500.0,1.0,ok,1.075960434828569
Carol,49,2021-01-24 01:46:31,19588,HR,,0.0,1.0,ok,-1.325266545205623
Bob,55,2022-05-19 14:45:09,17920,,B,1500.0,0.0,needs review,0.6138714929686447
Eve,65,2020-07-28 18:24:45,16407,,,500.0,1.0,pending,0.4623185925814234
Eve,35,2019-01-10 22:23:47,9878,HR,D,1500.0,1.0,pending,-0.516304600467133
Bob,34,2021-11-06 11:09:24,3053,Finance,A,0.0,0.0,,-0.3411737271662307
Bob,40,2020-08-29 14:24:09,9776,,B,1500.0,1.0,,-1.2475331218781107
Dave,30,2023-04-04 08:04:53,9883,Sales,A,0.0,1.0,excellent,0.8763300599555925
Carol,48,2020-11-04 19:12:27,3257,,A,1000.0,1.0,,0.4120636032598967
Bob,24,2022-04-17 21:05:29,13709,Operations,B,0.0,1.0,pending,-0.104501297127974
Eve,52,2019-12-30 09:37:24,11252,Sales,,1000.0,1.0,ok,-0.5972141778118375
Carol,32,2020-09-02 14:37:43,4026,HR,,1500.0,0.0,pending,0.0935512585090095
Frank,30,2020-03-03 13:15:27,8272,Sales,,1000.0,0.0,needs review,-1.46551576144282
Frank,58,2017-10-11 07:51:29,11709,Operations,,0.0,1.0,pending,0.5767681663333594
Alice,57,2021-02-04 20:07:08,5794,IT,C,500.0,0.0,ok,1.795317138122228
Bob,38,2020-09-05 06:59:01,10846,IT,A,500.0,1.0,pending,0.0261471023365606
Alice,55,2018-11-27 10:18:27,16452,HR,C,0.0,1.0,ok,-1.858265174434872
Alice,27,2019-07-11 16:26:31,10497,Sales,,1000.0,1.0,pending,1.3983218347050492
Alice,66,2018-12-30 16:56:45,3710,HR,D,0.0,1.0,excellent,0.6092777096826969
Dave,49,2023-11-07 23:10:01,3173,HR,D,1000.0,1.0,excellent,-1.755475039384925
Bob,67,2021-11-25 18:23:49,14272,IT,,1000.0,1.0,needs review,1.4947856810148037
Eve,48,2023-06-22 16:19:39,4294,Finance,,1000.0,1.0,pending,0.7548976515681032
Eve,46,2021-04-07 02:23:00,18352,IT,D,1000.0,0.0,needs review,-1.3318102095749822
Alice,52,2018-10-11 10:50:48,15858,,C,500.0,1.0,,0.4958094275732141
Carol,63,2018-03-20 17:53:08,19500,Operations,,0.0,1.0,,1.1027200340986274
Bob,19,2021-04-06 08:57:40,6357,,,1000.0,1.0,ok,-0.5173051519619305
Carol,30,2018-10-15 01:04:58,5721,Sales,D,0.0,1.0,pending,1.5511326600694748
Bob,33,2021-02-04 00:04:24,15925,HR,,0.0,1.0,pending,0.5406651603815341
Bob,42,2023-02-13 04:59:31,13214,Finance,C,0.0,1.0,pending,0.4527331546518906
Eve,33,2018-07-17 02:51:24,6755,Finance,C,1000.0,1.0,,-0.1527758208351498
Carol,69,2022-10-24 07:47:16,8503,Sales,D,1000.0,1.0,needs review,1.1803658896227192
Frank,53,2021-05-02 22:54:10,7433,Finance,D,0.0,0.0,excellent,0.0957798252264875
Carol,36,2017-08-11 13:22:45,5239,Operations,D,1000.0,0.0,excellent,0.3403787046568017
Eve,39,2023-03-13 00:35:40,10676,Finance,,0.0,1.0,pending,0.2098618982307886
Dave,30,2021-09-15 17:21:08,13832,IT,C,1000.0,0.0,needs review,1.1066894942983228
Bob,60,2019-11-29 19:58:40,10119,IT,C,500.0,0.0,pending,-1.25589278445415
Dave,46,2020-01-30 20:56:04,12511,IT,C,1500.0,1.0,,0.2718469260263982
Carol,37,2021-05-08 09:51:23,6369,Finance,A,1500.0,1.0,,0.1139558866919648
Frank,61,2018-07-27 10:11:00,16450,Finance,D,1500.0,0.0,ok,0.2940674201768313
Frank,62,2018-04-25 10:43:15,16815,Operations,D,0.0,0.0,,-0.8996655357115231
Carol,65,2020-11-20 06:25:49,13903,Sales,C,1500.0,1.0,pending,2.151572060941093
Alice,27,2017-10-02 22:37:22,14885,HR,A,1000.0,0.0,pending,1.5314755113961602
Alice,22,2017-07-26 11:49:55,9006,HR,A,500.0,0.0,needs review,0.141296537089034
Carol,60,2022-06-01 06:31:13,12714,Operations,D,1500.0,0.0,ok,-0.7599422287031766
Carol,69,2019-02-05 02:53:30,5657,IT,C,1000.0,1.0,needs review,1.1725542915909246
Dave,63,2023-08-21 22:08:40,15863,Sales,D,1500.0,1.0,ok,-1.551109698314555
Frank,41,2022-11-01 01:18:15,11376,,B,1500.0,0.0,ok,-0.4901553341407856
Carol,39,2019-04-16 23:10:36,3257,Operations,C,0.0,1.0,ok,0.3793997254834967
Carol,59,2019-11-24 12:19:46,4587,Sales,A,1500.0,1.0,excellent,-1.3207028680003108
Carol,59,2023-10-18 21:07:00,3350,Finance,C,0.0,0.0,,0.0843955666778125
Dave,40,2023-11-06 12:36:14,4002,HR,B,1000.0,1.0,ok,-0.5285667226600334
Alice,51,2020-04-19 09:30:58,3812,IT,C,500.0,0.0,needs review,-0.4208814767436337
Bob,45,2017-08-11 23:52:49,13363,Operations,D,1500.0,1.0,excellent,1.058984662666809
Frank,66,2022-12-12 07:47:28,4990,,,1000.0,0.0,pending,0.2921616181060516
Carol,31,2020-01-17 15:28:59,11397,Operations,D,1000.0,0.0,excellent,-0.3117656300376684
Alice,66,2018-05-27 23:22:29,12654,Finance,D,1500.0,0.0,excellent,-0.9977281566782504
Eve,18,2018-05-23 20:48:19,5976,IT,,0.0,1.0,excellent,-0.5365808375077115
Dave,65,2022-06-15 04:55:48,8668,Sales,C,1500.0,0.0,,-0.8650895482968154
Carol,23,2021-09-25 18:27:05,3684,,D,500.0,1.0,pending,0.0233488381812108
Eve,59,2022-08-11 20:00:25,12578,HR,A,500.0,1.0,,-0.0007560702485589
Carol,28,2023-06-04 06:13:24,11677,HR,B,1500.0,1.0,needs review,-0.4607480816740961
Dave,19,2020-12-03 17:39:31,13262,Sales,D,0.0,1.0,,0.5182410143069529
Dave,22,2021-11-05 17:04:31,19560,Sales,B,1000.0,1.0,excellent,0.5026551076689723
Dave,58,2019-09-25 23:25:50,12452,,C,0.0,1.0,excellent,-1.531735389902015
Dave,44,2021-12-25 21:43:55,4152,IT,B,1000.0,1.0,,1.5729952859864462
Carol,60,2021-07-06 00:32:43,3250,Sales,,0.0,0.0,pending,2.637589335504364
Frank,40,2023-04-25 01:47:59,8530,HR,,1000.0,0.0,,1.2793905383173645
Carol,33,2021-03-17 03:13:04,3281,IT,A,1000.0,1.0,ok,1.2081540148209666
Frank,54,2020-06-22 06:27:49,13277,Sales,D,500.0,1.0,excellent,0.2446902394026937
Carol,65,2018-01-16 02:55:16,10807,Finance,D,1000.0,1.0,ok,-0.0421296332300646
Bob,57,2023-10-08 20:30:04,13218,IT,,1000.0,1.0,ok,0.3975060704522205
